"Name","Location","Function Signature","Function Size"
"FUN_004f90f0","004f90f0","undefined FUN_004f90f0(float param_1)","256"
"FUN_004f91f0","004f91f0","undefined FUN_004f91f0(void)","614"
"FUN_004f9570","004f9570","undefined FUN_004f9570(uint param_1\, uint param_2\, int param_3)","319"
"FUN_004f96b0","004f96b0","undefined FUN_004f96b0(void)","349"
"FUN_004f9820","004f9820","uint FUN_004f9820(void)","151"
"FUN_004f98c0","004f98c0","undefined4 * FUN_004f98c0(byte * param_1)","113"
"_NuFileInitEx","004f9940","undefined4 _NuFileInitEx(undefined4 param_1)","123"
"_NuFileClose","004f99e0","undefined _NuFileClose(int param_1)","122"
"FUN_004f9aa0","004f9aa0","undefined FUN_004f9aa0(int param_1\, byte * param_2)","300"
"FUN_004f9bd0","004f9bd0","int FUN_004f9bd0(int * param_1\, byte * param_2\, int param_3)","425"
"FUN_004f9de0","004f9de0","int FUN_004f9de0(int * param_1\, byte * param_2)","134"
"FUN_004f9e70","004f9e70","undefined FUN_004f9e70(int param_1)","226"
"FUN_004f9f60","004f9f60","undefined FUN_004f9f60(int param_1)","181"
"FUN_004fa020","004fa020","undefined FUN_004fa020(int param_1)","347"
"FUN_004fa180","004fa180","undefined FUN_004fa180(int param_1\, undefined4 param_2)","318"
"FUN_004fa2c0","004fa2c0","undefined FUN_004fa2c0(int param_1)","55"
"FUN_004fa300","004fa300","undefined FUN_004fa300(undefined4 * param_1)","22"
"FUN_004fa320","004fa320","undefined FUN_004fa320(int param_1)","202"
"FUN_004fa3f0","004fa3f0","undefined FUN_004fa3f0(byte * param_1\, int param_2\, int * param_3\, int param_4)","504"
"FUN_004fa5f0","004fa5f0","undefined FUN_004fa5f0(byte * param_1\, int param_2)","27"
"FUN_004fa610","004fa610","uint FUN_004fa610(byte * param_1)","126"
"FUN_004fa690","004fa690","longlong FUN_004fa690(byte * param_1)","165"
"FUN_004fa740","004fa740","int FUN_004fa740(int * param_1\, byte * param_2\, uint * param_3\, undefined4 * param_4)","205"
"FUN_004fa810","004fa810","int FUN_004fa810(int param_1)","107"
"FUN_004fadd0","004fadd0","undefined FUN_004fadd0(byte * param_1)","133"
"FUN_004faea0","004faea0","int FUN_004faea0(undefined4 param_1\, void * param_2\, undefined4 param_3\, uint param_4)","180"
"FUN_004faf60","004faf60","uint FUN_004faf60(uint param_1\, void * param_2\, uint param_3)","451"
"FUN_004fb130","004fb130","undefined FUN_004fb130(void)","854"
"FUN_004fb4f0","004fb4f0","uint FUN_004fb4f0(uint param_1\, void * param_2\, uint param_3)","93"
"FUN_004fb550","004fb550","uint FUN_004fb550(uint param_1\, void * param_2\, uint param_3)","380"
"FUN_004fb730","004fb730","float10 FUN_004fb730(uint param_1)","26"
"FUN_004fb750","004fb750","undefined4 FUN_004fb750(uint param_1)","26"
"FUN_004fb7f0","004fb7f0","undefined1 FUN_004fb7f0(uint3 param_1\, uint param_2)","31"
"FUN_004fb810","004fb810","uint FUN_004fb810(uint param_1)","35"
"FUN_004fb960","004fb960","uint FUN_004fb960(int * param_1\, byte * param_2\, void * param_3\, int param_4)","474"
"FUN_004fbb40","004fbb40","undefined FUN_004fbb40(byte * param_1\, int * param_2\, int * param_3\, short param_4)","1898"
"_NuDatOpen","004fc2b0","undefined _NuDatOpen(byte * param_1\, int * param_2\, int * param_3)","26"
"FUN_004fc2d0","004fc2d0","uint FUN_004fc2d0(int * param_1)","137"
"FUN_004fc360","004fc360","short FUN_004fc360(int * param_1)","41"
"FUN_004fc390","004fc390","uint FUN_004fc390(int * param_1)","455"
"FUN_004fc5b0","004fc5b0","uint FUN_004fc5b0(int * param_1)","327"
"FUN_004fc750","004fc750","int * FUN_004fc750(uint param_1)","272"
"FUN_004fc860","004fc860","int * FUN_004fc860(byte * param_1)","94"
"FUN_004fc900","004fc900","int * FUN_004fc900(char * param_1\, int param_2\, int param_3)","181"
"FUN_004fc9c0","004fc9c0","int FUN_004fc9c0(int param_1\, uint param_2)","390"
"FUN_004fcc60","004fcc60","uint FUN_004fcc60(uint param_1\, byte * param_2\, int param_3)","997"
"FUN_004fd050","004fd050","float10 FUN_004fd050(void)","987"
"FUN_004fd550","004fd550","int * FUN_004fd550(byte * param_1)","118"
"FUN_004fd5d0","004fd5d0","uint FUN_004fd5d0(byte * param_1\, byte * param_2\, int param_3)","344"
"FUN_004fd730","004fd730","undefined FUN_004fd730(byte * param_1\, int * param_2\, int * param_3)","34"
"FUN_004fd760","004fd760","int FUN_004fd760(byte * param_1\, byte * param_2\, void * param_3\, uint param_4)","229"
"FUN_004fd850","004fd850","undefined FUN_004fd850(byte * param_1\, byte * param_2)","75"
"FUN_004fd8a0","004fd8a0","byte * FUN_004fd8a0(byte * param_1\, int * param_2\, int param_3\, int param_4\, int param_5)","332"
"FUN_004fd9f0","004fd9f0","undefined FUN_004fd9f0(byte * param_1\, int * param_2\, int param_3\, int param_4)","33"
"FUN_004fda90","004fda90","undefined FUN_004fda90(byte * param_1\, uint * param_2\, int param_3\, byte * param_4\, byte * param_5)","1260"
"FUN_004fdf80","004fdf80","undefined4 FUN_004fdf80(byte * param_1\, uint * param_2\, int param_3)","888"
"FUN_004fe390","004fe390","undefined FUN_004fe390(byte * param_1\, int * param_2\, int param_3)","656"
"FUN_004fe640","004fe640","undefined FUN_004fe640(void)","1"
"FUN_004fea50","004fea50","undefined1 * FUN_004fea50(int param_1)","53"
"FUN_004feaa0","004feaa0","undefined FUN_004feaa0(char * param_1)","172"
"FUN_004feb50","004feb50","undefined4 FUN_004feb50(void)","6"
"FUN_004feb60","004feb60","undefined FUN_004feb60(void)","11"
"FUN_004feb70","004feb70","undefined FUN_004feb70(void)","1"
"FUN_004feb90","004feb90","undefined FUN_004feb90(void)","25"
"_bgPostRequest","004fecf0","undefined4 * _bgPostRequest(undefined4 param_1\, undefined4 param_2\, void * param_3\, size_t param_4)","151"
"FUN_004feef0","004feef0","undefined FUN_004feef0(void)","162"
"FUN_004ff0a0","004ff0a0","bool FUN_004ff0a0(void)","24"
"FUN_004ff0c0","004ff0c0","undefined FUN_004ff0c0(DWORD param_1)","45"
"_NuFileInitEarly","004ff100","undefined _NuFileInitEarly(void)","31"
"thunk_FUN_004fa610","004ff120","thunk uint thunk_FUN_004fa610(byte * param_1)","5"
"FUN_004ff130","004ff130","undefined FUN_004ff130(int param_1\, char * param_2\, byte * param_3\, int param_4)","335"
"FUN_004ff2f0","004ff2f0","int FUN_004ff2f0(LPCSTR param_1\, int param_2)","130"
"_NuPSFileClose","004ff380","bool _NuPSFileClose(int param_1)","41"
"FUN_004ff3b0","004ff3b0","DWORD FUN_004ff3b0(int param_1\, LPVOID param_2\, DWORD param_3)","49"
"FUN_004ff3f0","004ff3f0","uint FUN_004ff3f0(int param_1\, LPCVOID param_2\, DWORD param_3)","53"
"FUN_004ff430","004ff430","longlong FUN_004ff430(int param_1\, undefined4 param_2\, undefined4 param_3\, int param_4)","98"
"_NuPSFileInitDevices","004ff4a0","undefined _NuPSFileInitDevices(void)","1"
"FUN_004ff7a0","004ff7a0","int FUN_004ff7a0(int param_1\, int * param_2)","382"
"FUN_004ff930","004ff930","undefined FUN_004ff930(LPCSTR param_1)","46"
"FUN_004ff970","004ff970","undefined4 FUN_004ff970(LPCSTR param_1\, uint * param_2)","218"
"_NuThreadCreateCriticalSection","004ffa60","int _NuThreadCreateCriticalSection(void)","48"
"FUN_004ffa90","004ffa90","undefined FUN_004ffa90(void)","1"
"FUN_004ffaa0","004ffaa0","undefined FUN_004ffaa0(int param_1)","30"
"_NuThreadCriticalSectionEnd","004ffac0","undefined _NuThreadCriticalSectionEnd(int param_1)","30"
"FUN_004ffae0","004ffae0","undefined8 FUN_004ffae0(void)","51"
"FUN_004ffb20","004ffb20","undefined FUN_004ffb20(int * param_1\, int * param_2)","111"
"FUN_004ffb90","004ffb90","undefined FUN_004ffb90(undefined4 * param_1\, undefined4 * param_2)","29"
"FUN_004ffbb0","004ffbb0","undefined FUN_004ffbb0(void)","101"
"FUN_004fff00","004fff00","undefined FUN_004fff00(void)","1"
"FUN_004fff10","004fff10","undefined FUN_004fff10(void)","1"
"FUN_004fff20","004fff20","undefined FUN_004fff20(void)","1"
"FUN_004fffb0","004fffb0","undefined FUN_004fffb0(undefined4 * param_1)","95"
"FUN_00500020","00500020","undefined FUN_00500020(void)","108"
"FUN_005000d0","005000d0","undefined FUN_005000d0(undefined4 param_1)","22"
"FUN_00500140","00500140","undefined FUN_00500140(uint * param_1\, uint * param_2)","121"
"FUN_005001c0","005001c0","undefined FUN_005001c0(void)","55"
"FUN_00500210","00500210","int FUN_00500210(int param_1)","17"
"FUN_00500390","00500390","undefined FUN_00500390(int param_1\, int param_2)","31"
"FUN_005003b0","005003b0","undefined FUN_005003b0(int param_1)","77"
"FUN_005004e0","005004e0","int * FUN_005004e0(byte * param_1)","58"
"FUN_00500570","00500570","undefined FUN_00500570(void)","142"
"FUN_00500600","00500600","undefined FUN_00500600(int param_1)","549"
"FUN_00500830","00500830","undefined FUN_00500830(uint * param_1\, int param_2)","359"
"FUN_005009d0","005009d0","undefined4 FUN_005009d0(int param_1\, int param_2)","133"
"FUN_00500a70","00500a70","undefined FUN_00500a70(int param_1)","29"
"FUN_00500b00","00500b00","undefined FUN_00500b00(int param_1\, uint * param_2\, int param_3)","132"
"FUN_00500b90","00500b90","undefined FUN_00500b90(void)","87"
"FUN_00500bf0","00500bf0","undefined4 * FUN_00500bf0(uint * param_1\, int * param_2)","87"
"FUN_00500c80","00500c80","undefined FUN_00500c80(int param_1\, int param_2\, int param_3\, int param_4)","207"
"FUN_00500d50","00500d50","float * FUN_00500d50(int param_1\, float * param_2\, float param_3)","253"
"FUN_00500e50","00500e50","float * FUN_00500e50(undefined4 param_1\, undefined4 param_2\, float * param_3\, float param_4\, float * param_5\, float * param_6)","474"
"FUN_00501030","00501030","ulonglong FUN_00501030(int param_1\, float param_2\, float * param_3\, float * param_4)","192"
"FUN_005010f0","005010f0","ulonglong FUN_005010f0(undefined4 param_1\, undefined4 param_2\, int param_3\, float param_4\, float * param_5\, float * param_6\, float * param_7)","327"
"FUN_00501240","00501240","int FUN_00501240(void)","67"
"FUN_00501290","00501290","int FUN_00501290(int param_1\, uint param_2)","52"
"FUN_005012d0","005012d0","int FUN_005012d0(int param_1\, int param_2)","42"
"FUN_00501300","00501300","undefined FUN_00501300(int param_1\, int * param_2)","248"
"FUN_00501400","00501400","uint * FUN_00501400(int * param_1)","313"
"FUN_00501540","00501540","undefined FUN_00501540(void * this\, int * param_1)","76"
"FUN_00501590","00501590","undefined FUN_00501590(int param_1)","162"
"FUN_00501640","00501640","undefined FUN_00501640(int param_1\, byte param_2)","280"
"FUN_00501760","00501760","undefined FUN_00501760(int * param_1)","271"
"FUN_005019c0","005019c0","undefined FUN_005019c0(int param_1\, int param_2\, undefined4 * param_3)","182"
"FUN_00501a80","00501a80","undefined FUN_00501a80(void * this\, undefined4 * param_1\, float param_2\, float * param_3)","692"
"FUN_00501d40","00501d40","undefined FUN_00501d40(void * this\, int param_1\, float param_2\, float * param_3)","337"
"FUN_00501ea0","00501ea0","undefined FUN_00501ea0(int param_1\, int param_2\, int param_3\, int param_4)","178"
"FUN_00501f60","00501f60","undefined FUN_00501f60(int param_1)","191"
"FUN_00502020","00502020","undefined FUN_00502020(int param_1)","134"
"FUN_005020e0","005020e0","uint * FUN_005020e0(void * this\, int param_1)","380"
"FUN_00502260","00502260","undefined FUN_00502260(int param_1\, float param_2\, float * param_3)","296"
"FUN_00502390","00502390","undefined FUN_00502390(float * param_1\, float param_2\, float * param_3)","644"
"FUN_00502670","00502670","undefined FUN_00502670(int * param_1\, int * param_2)","121"
"FUN_005026f0","005026f0","undefined FUN_005026f0(int * param_1)","71"
"FUN_00502740","00502740","undefined FUN_00502740(int param_1\, float param_2)","263"
"FUN_005028e0","005028e0","undefined FUN_005028e0(uint * param_1\, int param_2\, int param_3\, int param_4)","341"
"FUN_00502a60","00502a60","uint * FUN_00502a60(void)","214"
"FUN_00502b40","00502b40","undefined FUN_00502b40(void)","109"
"FUN_00502bb0","00502bb0","undefined FUN_00502bb0(int param_1\, undefined4 param_2\, undefined4 param_3)","128"
"FUN_00502c30","00502c30","undefined FUN_00502c30(int param_1\, undefined4 param_2\, undefined4 param_3)","128"
"FUN_00502cb0","00502cb0","undefined FUN_00502cb0(int param_1\, undefined4 param_2)","170"
"FUN_00502d60","00502d60","undefined FUN_00502d60(void)","96"
"FUN_00502dc0","00502dc0","ulonglong FUN_00502dc0(int param_1\, int param_2\, int param_3)","67"
"FUN_00502e10","00502e10","undefined FUN_00502e10(float * param_1\, float param_2\, float * param_3\, uint * param_4\, int * param_5\, float * param_6\, float * param_7\, float * param_8\, undefined4 * param_9)","564"
"FUN_00503050","00503050","undefined FUN_00503050(undefined4 param_1\, undefined4 param_2\, float * param_3\, float param_4\, float * param_5\, uint * param_6\, float * param_7\, float * param_8\, float * param_9\, float * param_10\, undefined4 * param_11)","1263"
"FUN_00503560","00503560","undefined FUN_00503560(undefined4 param_1)","10"
"FUN_00503570","00503570","undefined FUN_00503570(undefined4 param_1)","10"
"FUN_00503590","00503590","undefined FUN_00503590(undefined4 param_1)","10"
"FUN_005035b0","005035b0","undefined FUN_005035b0(undefined4 param_1)","10"
"FUN_005035c0","005035c0","undefined FUN_005035c0(undefined4 param_1)","10"
"FUN_00503620","00503620","undefined FUN_00503620(undefined4 param_1)","10"
"FUN_00503630","00503630","undefined FUN_00503630(int param_1)","107"
"FUN_005036a0","005036a0","undefined FUN_005036a0(int param_1)","142"
"FUN_00503730","00503730","undefined4 * FUN_00503730(void * this\, undefined4 param_1)","63"
"FUN_00503770","00503770","undefined FUN_00503770(float param_1)","127"
"FUN_00503820","00503820","undefined FUN_00503820(void)","124"
"FUN_00503ab0","00503ab0","undefined FUN_00503ab0(void)","1395"
"FUN_00504eb0","00504eb0","undefined4 FUN_00504eb0(int param_1\, float * param_2\, float * param_3\, float param_4)","839"
"FUN_00505200","00505200","undefined4 FUN_00505200(int param_1\, float * param_2\, float param_3)","659"
"FUN_00505590","00505590","undefined FUN_00505590(int param_1\, byte * param_2\, char param_3\, int param_4)","105"
"FUN_00505600","00505600","undefined FUN_00505600(int param_1\, byte * param_2)","77"
"FUN_00505650","00505650","byte FUN_00505650(int param_1\, byte * param_2)","82"
"FUN_00505710","00505710","undefined FUN_00505710(int param_1\, byte * param_2)","102"
"FUN_00505780","00505780","undefined FUN_00505780(int param_1)","154"
"FUN_00505820","00505820","undefined FUN_00505820(char * param_1\, uint * param_2\, uint * param_3\, int param_4)","608"
"FUN_00505a80","00505a80","uint * FUN_00505a80(undefined4 param_1\, uint * param_2\, uint param_3\, uint * param_4\, uint * param_5\, int param_6)","158"
"FUN_00505b20","00505b20","undefined FUN_00505b20(int param_1)","26"
"FUN_00505b40","00505b40","undefined FUN_00505b40(int * param_1\, int param_2\, int param_3\, byte param_4)","111"
"FUN_00505bb0","00505bb0","undefined FUN_00505bb0(int param_1\, int param_2)","26"
"FUN_00505bd0","00505bd0","undefined FUN_00505bd0(void * this\, int param_1\, void * param_2\, int param_3\, int param_4\, uint * param_5)","273"
"FUN_00505cf0","00505cf0","int * FUN_00505cf0(int * param_1\, int param_2\, int param_3\, undefined4 param_4\, int * param_5\, int param_6)","284"
"FUN_00505e10","00505e10","undefined FUN_00505e10(int param_1)","56"
"FUN_00505e50","00505e50","undefined FUN_00505e50(int param_1)","208"
"FUN_00505f20","00505f20","undefined FUN_00505f20(int param_1)","270"
"FUN_00506030","00506030","undefined FUN_00506030(int param_1\, int param_2)","175"
"FUN_005060e0","005060e0","undefined FUN_005060e0(int param_1)","251"
"FUN_005061e0","005061e0","undefined FUN_005061e0(int param_1)","221"
"FUN_00506430","00506430","undefined FUN_00506430(int param_1\, undefined4 * param_2)","42"
"FUN_00506710","00506710","undefined FUN_00506710(float param_1)","362"
"FUN_00506880","00506880","undefined FUN_00506880(int param_1\, float param_2)","1463"
"FUN_00506e40","00506e40","undefined FUN_00506e40(void * this\, float * param_1\, float param_2\, float * param_3\, int param_4)","1266"
"FUN_00507390","00507390","undefined FUN_00507390(int * param_1\, int param_2\, int param_3)","894"
"FUN_00507750","00507750","undefined4 FUN_00507750(int * param_1\, byte * param_2\, int param_3\, int param_4)","182"
"FUN_00507810","00507810","undefined FUN_00507810(int param_1\, undefined4 * param_2\, int param_3\, int param_4)","155"
"FUN_005078b0","005078b0","undefined FUN_005078b0(float * param_1\, float param_2\, int param_3)","420"
"FUN_00507a60","00507a60","undefined FUN_00507a60(float * param_1\, float param_2\, short param_3)","410"
"FUN_00507c00","00507c00","undefined FUN_00507c00(int * param_1)","79"
"FUN_00507c50","00507c50","undefined FUN_00507c50(int param_1\, void * param_2\, undefined4 * param_3\, float * param_4\, float param_5\, float * param_6\, int param_7)","303"
"FUN_00507d80","00507d80","undefined FUN_00507d80(int param_1\, float param_2\, int param_3)","393"
"FUN_00507f20","00507f20","undefined FUN_00507f20(int param_1\, float param_2\, int param_3)","451"
"FUN_005080f0","005080f0","undefined1 * FUN_005080f0(void)","588"
"FUN_00508340","00508340","undefined FUN_00508340(float param_1\, int param_2\, int param_3\, float param_4)","2275"
"FUN_00508c30","00508c30","undefined FUN_00508c30(int param_1\, float param_2\, int param_3)","121"
"FUN_00508cb0","00508cb0","undefined FUN_00508cb0(int param_1\, int param_2\, float param_3)","138"
"FUN_00508d50","00508d50","undefined FUN_00508d50(void)","434"
"FUN_00508f10","00508f10","undefined FUN_00508f10(void)","30"
"FUN_005090b0","005090b0","undefined4 FUN_005090b0(void * this\, int param_1)","36"
"FUN_00509180","00509180","uint FUN_00509180(int * param_1)","98"
"FUN_00509230","00509230","undefined FUN_00509230(undefined4 * param_1)","132"
"FUN_00509320","00509320","undefined4 FUN_00509320(void)","56"
"FUN_00509360","00509360","undefined4 FUN_00509360(void)","25"
"FUN_005094b0","005094b0","undefined FUN_005094b0(int param_1\, int param_2\, undefined4 param_3\, undefined * param_4\, undefined4 param_5\, undefined4 param_6)","360"
"FUN_00509620","00509620","undefined FUN_00509620(int param_1\, int param_2\, undefined4 param_3\, undefined * param_4\, undefined4 param_5\, undefined4 param_6)","49"
"FUN_00509660","00509660","undefined FUN_00509660(undefined1 param_1\, undefined1 param_2\, undefined1 param_3\, undefined1 param_4\, undefined1 param_5\, undefined1 param_6\, undefined1 param_7\, undefined1 param_8\, undefined1 param_9\, undefined1 param_10\, undefined1 param_11\, undefined1 param_12\, undefined1 param_13\, undefined1 param_14\, undefined1 param_15\, undefined1 param_16\, undefined1 param_17\, undefined1 param_18)","175"
"FUN_00509760","00509760","undefined FUN_00509760(void)","51"
"FUN_005097a0","005097a0","undefined FUN_005097a0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","39"
"FUN_005097d0","005097d0","undefined FUN_005097d0(int param_1)","90"
"FUN_00509830","00509830","undefined4 * FUN_00509830(int param_1\, int param_2)","629"
"FUN_00509ab0","00509ab0","undefined FUN_00509ab0(void)","262"
"FUN_00509ca0","00509ca0","undefined FUN_00509ca0(int * param_1\, undefined4 * param_2\, float * param_3\, char * param_4\, float param_5\, float param_6)","96"
"FUN_00509d00","00509d00","ulonglong FUN_00509d00(undefined4 param_1\, uint param_2\, uint param_3\, uint param_4\, uint param_5\, uint param_6\, float param_7\, uint param_8\, uint param_9\, uint param_10\, uint param_11)","1756"
"FUN_0050a450","0050a450","undefined FUN_0050a450(int param_1)","364"
